date,description,amount,transaction_type,year,month,day,day_of_week,year_month,base_category,cluster_id,anomaly_score,is_anomaly
2025-04-02,COSTCO WHOLESALE,119.37,Debit,2025,4,2,2,2025-04,Other,4,0.08718178195418386,False
2025-03-18,Netflix.com,64.82,Debit,2025,3,18,1,2025-03,Entertainment,1,0.0803126731783193,False
2025-03-25,PAYPAL *SPOTIFY,43.66,Debit,2025,3,25,1,2025-03,Entertainment,1,0.10468938428137764,False
2025-01-29,WATER BILL,167.18,Debit,2025,1,29,2,2025-01,Utilities,4,0.058915966499948236,False
2025-03-19,ELECTRIC BILL,118.57,Debit,2025,3,19,2,2025-03,Utilities,4,0.08134407941548466,False
2025-01-13,H&M STORE 42,42.93,Debit,2025,1,13,0,2025-01,Shopping,4,0.06335963318017734,False
2025-07-02,APPLE STORE #R1234,175.11,Debit,2025,7,2,2,2025-07,Shopping,0,-0.018536915958162092,True
2025-01-08,COSTCO WHOLESALE,89.84,Debit,2025,1,8,2,2025-01,Other,4,0.1317833612788875,False
2025-03-02,TARGET T-2812,194.53,Debit,2025,3,2,6,2025-03,Shopping,3,0.054608969788270234,False
2025-01-14,STEAM PURCHASE,70.8,Debit,2025,1,14,1,2025-01,Other,4,0.13079470309131508,False
2025-03-02,SHELL STATION #221,41.88,Debit,2025,3,2,6,2025-03,Other,3,0.13941380791013824,False
2025-01-09,METRO TICKET,9.92,Debit,2025,1,9,3,2025-01,Other,3,0.1282643121750851,False
2025-03-17,WATER BILL,73.94,Debit,2025,3,17,0,2025-03,Utilities,4,0.029422799515736675,False
2025-02-21,SHELL STATION #221,56.0,Debit,2025,2,21,4,2025-02,Other,3,0.16280466551286205,False
2025-03-18,STEAM PURCHASE,28.97,Debit,2025,3,18,1,2025-03,Other,4,0.16066200125245794,False
2025-02-14,KFC Outlet 22,8.88,Debit,2025,2,14,4,2025-02,Other,3,0.14899053788034317,False
2025-02-17,Netflix.com,44.43,Debit,2025,2,17,0,2025-02,Entertainment,1,0.07626518601950416,False
2025-01-23,Local Diner,32.38,Debit,2025,1,23,3,2025-01,Food,1,0.08550321421854279,False
2025-03-28,STEAM PURCHASE,77.64,Debit,2025,3,28,4,2025-03,Other,3,0.1575706371028801,False
2025-01-10,COSTCO WHOLESALE,140.49,Debit,2025,1,10,4,2025-01,Other,3,0.1179525484377198,False
2025-03-11,Netflix.com,77.77,Debit,2025,3,11,1,2025-03,Entertainment,1,0.06604037776126737,False
2025-03-07,LOCAL GROCERY MART,27.28,Debit,2025,3,7,4,2025-03,Other,3,0.16599872167065355,False
2025-03-03,TARGET T-2812,205.08,Debit,2025,3,3,0,2025-03,Shopping,4,0.04084408837560638,False
2025-02-27,ELECTRIC BILL,74.71,Debit,2025,2,27,3,2025-02,Utilities,3,0.09048900759744388,False
2025-03-29,Starbucks Store 0032,28.86,Debit,2025,3,29,5,2025-03,Food,1,0.08572521516870968,False
2025-03-15,Local Diner,21.43,Debit,2025,3,15,5,2025-03,Food,1,0.08397380197002868,False
2025-03-27,LOCAL GROCERY MART,143.75,Debit,2025,3,27,3,2025-03,Other,3,0.14009499935287661,False
2025-02-16,COSTCO WHOLESALE,149.67,Debit,2025,2,16,6,2025-02,Other,3,0.07091833312486595,False
2025-01-15,STEAM PURCHASE,50.03,Debit,2025,1,15,2,2025-01,Other,4,0.14526235881425226,False
2025-02-22,H&M STORE 42,86.29,Debit,2025,2,22,5,2025-02,Shopping,3,0.12301383910238123,False
2025-02-25,SHELL STATION #221,55.36,Debit,2025,2,25,1,2025-02,Other,4,0.16478573080879516,False
2025-02-14,TARGET T-2812,74.34,Debit,2025,2,14,4,2025-02,Shopping,3,0.1283027989447807,False
2025-03-09,APPLE STORE #R1234,230.1,Debit,2025,3,9,6,2025-03,Shopping,3,0.024914097329847507,False
2025-02-26,GAS COMPANY,147.72,Debit,2025,2,26,2,2025-02,Other,4,0.13368751203039142,False
2025-03-06,COSTCO WHOLESALE,144.72,Debit,2025,3,6,3,2025-03,Other,3,0.13900527422896136,False
2025-01-06,ELECTRIC BILL,51.37,Debit,2025,1,6,0,2025-01,Utilities,4,0.025224368336370318,False
2025-02-05,STEAM PURCHASE,53.13,Debit,2025,2,5,2,2025-02,Other,4,0.17412863327491163,False
2025-01-22,METRO TICKET,33.25,Debit,2025,1,22,2,2025-01,Other,4,0.14399843609729385,False
2025-01-24,KFC Outlet 22,23.12,Debit,2025,1,24,4,2025-01,Other,3,0.15521990095488103,False
2025-03-15,PAYPAL *SPOTIFY,59.72,Debit,2025,3,15,5,2025-03,Entertainment,1,0.06277166285082492,False
2025-02-27,ELECTRIC BILL,103.48,Debit,2025,2,27,3,2025-02,Utilities,3,0.09831477052727178,False
2025-02-16,H&M STORE 42,104.17,Debit,2025,2,16,6,2025-02,Shopping,3,0.10146468533643743,False
2025-02-19,Local Diner,37.43,Debit,2025,2,19,2,2025-02,Food,1,0.12017200187269989,False
2025-03-26,McDonalds #8492,32.06,Debit,2025,3,26,2,2025-03,Food,1,0.1190896344620413,False
2025-02-02,WM SUPERCENTER #382,83.79,Debit,2025,2,2,6,2025-02,Other,3,0.11778552423412403,False
2025-02-09,TARGET T-2812,33.32,Debit,2025,2,9,6,2025-02,Shopping,3,0.10893806264327904,False
2025-02-14,SHELL STATION #221,54.54,Debit,2025,2,14,4,2025-02,Other,3,0.16565466457458333,False
2025-02-02,LYFT RIDE PGH,17.02,Debit,2025,2,2,6,2025-02,Transport,3,0.07128244597870415,False
2025-07-02,McDonalds #8492,19.15,Debit,2025,7,2,2,2025-07,Food,0,-0.01395768221692617,True
2025-03-17,PAYPAL *SPOTIFY,38.61,Debit,2025,3,17,0,2025-03,Entertainment,1,0.06944485964167435,False
2025-03-27,H&M STORE 42,69.27,Debit,2025,3,27,3,2025-03,Shopping,3,0.13925578327739147,False
2025-01-12,KFC Outlet 22,8.38,Debit,2025,1,12,6,2025-01,Other,3,0.07531304320241594,False
2025-03-28,ZARA MALL 09,154.45,Debit,2025,3,28,4,2025-03,Shopping,3,0.10140527640249497,False
2025-03-31,LYFT RIDE PGH,37.73,Debit,2025,3,31,0,2025-03,Transport,4,0.08024150516482298,False
2025-02-27,AMAZON MKTP US*2R9,187.17,Debit,2025,2,27,3,2025-02,Shopping,3,0.1259740084761014,False
2025-02-13,COSTCO WHOLESALE,87.03,Debit,2025,2,13,3,2025-02,Other,3,0.16723560322757353,False
2025-10-02,APPLE STORE #R9999,2500.0,Debit,2025,10,2,3,2025-10,Shopping,2,-0.14471186024185645,True
2025-01-24,PAYPAL *SPOTIFY,20.6,Debit,2025,1,24,4,2025-01,Entertainment,1,0.032468996977707665,False
2025-02-13,COSTCO WHOLESALE,145.69,Debit,2025,2,13,3,2025-02,Other,3,0.143261606133338,False
2025-03-02,UBER TRIP 284922 CA,37.33,Debit,2025,3,2,6,2025-03,Transport,3,0.09388229073454601,False
2025-03-26,WATER BILL,168.34,Debit,2025,3,26,2,2025-03,Utilities,4,0.059619669734938374,False
2025-02-26,Netflix.com,66.36,Debit,2025,2,26,2,2025-02,Entertainment,1,0.079168541156032,False
2025-02-14,APPLE STORE #R1234,111.93,Debit,2025,2,14,4,2025-02,Shopping,3,0.12885475450898876,False
2025-03-16,WM SUPERCENTER #382,81.22,Debit,2025,3,16,6,2025-03,Other,3,0.12732820719945181,False
2025-01-29,LYFT RIDE PGH,46.3,Debit,2025,1,29,2,2025-01,Transport,4,0.09676724114592805,False
2025-02-06,H&M STORE 42,247.49,Debit,2025,2,6,3,2025-02,Shopping,3,0.08928319343889723,False
2025-03-11,LOCAL GROCERY MART,101.46,Debit,2025,3,11,1,2025-03,Other,4,0.14472505752433085,False
2025-08-02,ELECTRIC BILL,179.15,Debit,2025,8,2,5,2025-08,Utilities,0,-0.08825750137317745,True
2025-01-21,SPAR HYPERMARKET,25.41,Debit,2025,1,21,1,2025-01,Other,4,0.14102401080731175,False
2025-03-13,ELECTRIC BILL,84.68,Debit,2025,3,13,3,2025-03,Utilities,3,0.08528668670881095,False
2025-02-19,UBER TRIP 284922 CA,27.5,Debit,2025,2,19,2,2025-02,Transport,4,0.11468837397255571,False
2025-02-25,H&M STORE 42,190.96,Debit,2025,2,25,1,2025-02,Shopping,4,0.08784094064618503,False
2025-03-06,SHELL STATION #221,51.33,Debit,2025,3,6,3,2025-03,Other,3,0.17653299723928362,False
2025-01-10,McDonalds #8492,24.1,Debit,2025,1,10,4,2025-01,Food,1,0.07401342646526277,False
2025-03-13,INTERNET CHARGES,133.8,Debit,2025,3,13,3,2025-03,Utilities,3,0.07592994887992865,False
2025-03-25,Dominos Pizza,13.13,Debit,2025,3,25,1,2025-03,Other,4,0.1457646218018787,False
2025-03-15,TARGET T-2812,205.66,Debit,2025,3,15,5,2025-03,Shopping,3,0.0743459194977405,False
2025-03-24,McDonalds #8492,22.44,Debit,2025,3,24,0,2025-03,Food,1,0.06451523303314144,False
2025-03-15,TARGET T-2812,182.05,Debit,2025,3,15,5,2025-03,Shopping,3,0.0879521760940235,False
2025-01-01,INTERNET CHARGES,160.18,Debit,2025,1,1,2,2025-01,Utilities,4,0.06234046809327398,False
2025-02-06,AMAZON MKTP US*2R9,168.27,Debit,2025,2,6,3,2025-02,Shopping,3,0.13233091536534664,False
2025-02-06,COSTCO WHOLESALE,34.23,Debit,2025,2,6,3,2025-02,Other,3,0.17697409727172292,False
2025-03-28,GAS COMPANY,95.53,Debit,2025,3,28,4,2025-03,Other,3,0.1485595601559347,False
2025-02-18,PAYPAL *SPOTIFY,9.99,Debit,2025,2,18,1,2025-02,Entertainment,1,0.062036689420868374,False
2025-03-03,SPAR HYPERMARKET,121.15,Debit,2025,3,3,0,2025-03,Other,4,0.10599085966711597,False
2025-03-01,INTERNET CHARGES,141.26,Debit,2025,3,1,5,2025-03,Utilities,3,0.06767336681126246,False
2025-01-08,PAYPAL *SPOTIFY,39.65,Debit,2025,1,8,2,2025-01,Entertainment,1,0.07194757861636125,False
2025-03-02,COSTCO WHOLESALE,82.1,Debit,2025,3,2,6,2025-03,Other,3,0.126351318066034,False
2025-01-05,METRO TICKET,48.97,Debit,2025,1,5,6,2025-01,Other,3,0.10930991519696936,False
2025-03-03,COSTCO WHOLESALE,119.49,Debit,2025,3,3,0,2025-03,Other,4,0.10667020910138919,False
2025-03-09,INTERNET CHARGES,99.57,Debit,2025,3,9,6,2025-03,Utilities,3,0.06619235111320998,False
2025-01-10,METRO TICKET,16.98,Debit,2025,1,10,4,2025-01,Other,3,0.14984665428821609,False
2025-01-13,UBER TRIP 284922 CA,23.09,Debit,2025,1,13,0,2025-01,Transport,4,0.03944774733113354,False
2025-03-10,METRO TICKET,15.29,Debit,2025,3,10,0,2025-03,Other,4,0.11615269471661871,False
2025-03-30,H&M STORE 42,66.04,Debit,2025,3,30,6,2025-03,Shopping,3,0.10826917779857032,False
2025-01-13,COSTCO WHOLESALE,25.65,Debit,2025,1,13,0,2025-01,Other,4,0.09601538644878393,False
2025-02-22,UBER TRIP 284922 CA,24.55,Debit,2025,2,22,5,2025-02,Transport,3,0.10436982285185531,False
2025-01-30,Starbucks Store 0032,33.18,Debit,2025,1,30,3,2025-01,Food,1,0.08583564386331466,False
2025-01-27,WATER BILL,153.83,Debit,2025,1,27,0,2025-01,Utilities,4,0.021554710111798547,False
2025-11-02,Local Diner,15.73,Debit,2025,11,2,6,2025-11,Food,0,-0.10442392601792783,True
2025-01-03,SHELL STATION #221,15.92,Debit,2025,1,3,4,2025-01,Other,3,0.15051865307694157,False
2025-01-26,H&M STORE 42,216.27,Debit,2025,1,26,6,2025-01,Shopping,3,0.02546470206423812,False
2025-04-02,LOCAL GROCERY MART,56.43,Debit,2025,4,2,2,2025-04,Other,4,0.11086077729343607,False
2025-01-08,INTERNET CHARGES,111.03,Debit,2025,1,8,2,2025-01,Utilities,4,0.07806744672545746,False
2025-03-30,SHELL STATION #221,50.07,Debit,2025,3,30,6,2025-03,Other,3,0.1418334070660805,False
2025-01-21,YELLOW CAB CO,56.61,Debit,2025,1,21,1,2025-01,Transport,4,0.08596715341592087,False
2025-03-26,METRO TICKET,19.66,Debit,2025,3,26,2,2025-03,Other,4,0.169740514782813,False
2025-02-17,CINEMA CITY,12.36,Debit,2025,2,17,0,2025-02,Other,4,0.10662584249016877,False
2025-03-30,Netflix.com,72.27,Debit,2025,3,30,6,2025-03,Entertainment,1,0.03125381975441033,False
2025-03-27,COSTCO WHOLESALE,58.35,Debit,2025,3,27,3,2025-03,Other,3,0.17447139128773997,False
2025-02-28,INTERNET CHARGES,52.34,Debit,2025,2,28,4,2025-02,Utilities,3,0.08247665975129015,False
2025-01-12,KFC Outlet 22,34.03,Debit,2025,1,12,6,2025-01,Other,3,0.1068985109545958,False
2025-11-03,YELLOW CAB CO,24.7,Debit,2025,11,3,0,2025-11,Transport,0,-0.08703537126874039,True
2025-02-25,ELECTRIC BILL,151.03,Debit,2025,2,25,1,2025-02,Utilities,4,0.06930605667825429,False
2025-02-06,YELLOW CAB CO,44.56,Debit,2025,2,6,3,2025-02,Transport,3,0.1269785348210461,False
2025-01-31,Local Diner,17.68,Debit,2025,1,31,4,2025-01,Food,1,0.07097009168939106,False
2025-03-19,INTERNET CHARGES,105.1,Debit,2025,3,19,2,2025-03,Utilities,4,0.08427557298846872,False
2025-02-04,COSTCO WHOLESALE,110.58,Debit,2025,2,4,1,2025-02,Other,4,0.1493037542126444,False
2025-03-28,McDonalds #8492,19.13,Debit,2025,3,28,4,2025-03,Food,1,0.09423216486989588,False
2025-12-02,ELECTRIC BILL,56.15,Debit,2025,12,2,1,2025-12,Utilities,0,-0.0919424399779688,True
2025-02-18,WATER BILL,109.67,Debit,2025,2,18,1,2025-02,Utilities,4,0.08360972689584062,False
2025-02-23,SHELL STATION #221,31.77,Debit,2025,2,23,6,2025-02,Other,3,0.13151556558433658,False
2025-02-14,LOCAL GROCERY MART,127.57,Debit,2025,2,14,4,2025-02,Other,3,0.14056869523835303,False
