date,description,amount,transaction_type,Category,Label,year,month,day,day_of_week,year_month,base_category,cluster_id,is_anomaly,anomaly_score
2025-03-20,SPAR HYPERMARKET,56.03,Debit,Groceries,Normal,2025,3,20,3,2025-03,Other,2,False,-0.42713031477603514
2025-01-10,KFC Outlet 22,17.72,Debit,Food,Normal,2025,1,10,4,2025-01,Other,0,False,-0.4520598203590663
2025-02-01,KFC Outlet 22,25.61,Debit,Food,Normal,2025,2,1,5,2025-02,Other,1,False,-0.44600442683503333
2025-02-12,LYFT RIDE PGH,49.01,Debit,Transport,Normal,2025,2,12,2,2025-02,Transport,2,False,-0.46983164775320496
2025-01-17,WM SUPERCENTER #382,138.37,Debit,Groceries,Normal,2025,1,17,4,2025-01,Other,0,False,-0.4892862891614871
2025-03-01,COSTCO WHOLESALE,67.52,Debit,Groceries,Normal,2025,3,1,5,2025-03,Other,1,False,-0.4539732564757918
2025-03-07,WM SUPERCENTER #382,107.21,Debit,Groceries,Normal,2025,3,7,4,2025-03,Other,1,False,-0.4614284955937902
2025-01-05,ZARA MALL 09,69.97,Debit,Shopping,Normal,2025,1,5,6,2025-01,Shopping,0,False,-0.5478109385682955
2025-03-15,METRO TICKET,17.74,Debit,Transport,Normal,2025,3,15,5,2025-03,Other,1,False,-0.4595047471880705
2025-01-15,PAYPAL *SPOTIFY,77.46,Debit,Entertainment,Normal,2025,1,15,2,2025-01,Entertainment,4,False,-0.5571905191917054
2025-01-15,UBER TRIP 284922 CA,14.85,Debit,Transport,Normal,2025,1,15,2,2025-01,Transport,0,False,-0.5151866570932645
2025-02-27,WATER BILL,144.11,Debit,Utilities,Normal,2025,2,27,3,2025-02,Utilities,0,False,-0.5037975300433956
2025-03-06,Dominos Pizza,34.23,Debit,Food,Normal,2025,3,6,3,2025-03,Other,2,False,-0.4284407792265836
2025-01-02,APPLE STORE #R1234,49.11,Debit,Shopping,Normal,2025,1,2,3,2025-01,Shopping,0,False,-0.4814393449724086
2025-01-14,KFC Outlet 22,9.69,Debit,Food,Normal,2025,1,14,1,2025-01,Other,0,False,-0.4887680685103564
2025-01-20,Netflix.com,41.8,Debit,Entertainment,Normal,2025,1,20,0,2025-01,Entertainment,4,True,-0.5851721702235271
2025-02-02,ZARA MALL 09,46.66,Debit,Shopping,Normal,2025,2,2,6,2025-02,Shopping,1,False,-0.5051770071181431
2025-01-16,CINEMA CITY,44.51,Debit,Entertainment,Normal,2025,1,16,3,2025-01,Other,0,False,-0.44512683521452034
2025-02-06,TARGET T-2812,118.87,Debit,Shopping,Normal,2025,2,6,3,2025-02,Shopping,0,False,-0.4475961277417821
2025-03-23,WATER BILL,147.49,Debit,Utilities,Normal,2025,3,23,6,2025-03,Utilities,1,True,-0.581667873532318
2025-01-10,SHELL STATION #221,40.93,Debit,Transport,Normal,2025,1,10,4,2025-01,Other,0,False,-0.4373182985936728
2025-02-26,LOCAL GROCERY MART,124.54,Debit,Groceries,Normal,2025,2,26,2,2025-02,Other,2,False,-0.44999817378545615
2025-03-28,SHELL STATION #221,38.53,Debit,Transport,Normal,2025,3,28,4,2025-03,Other,1,False,-0.436063197993273
2025-01-31,SPAR HYPERMARKET,119.22,Debit,Groceries,Normal,2025,1,31,4,2025-01,Other,0,False,-0.4831815057625432
2025-02-05,PAYPAL *SPOTIFY,77.16,Debit,Entertainment,Normal,2025,2,5,2,2025-02,Entertainment,4,False,-0.5180703739343675
2025-03-30,CINEMA CITY,10.08,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Other,1,False,-0.5002758031682714
2025-03-20,WM SUPERCENTER #382,81.93,Debit,Groceries,Normal,2025,3,20,3,2025-03,Other,2,False,-0.4334776939282833
2025-03-01,ACH DEPOSIT SALARY,3500.0,Credit,Income,Recurring,2025,3,1,5,2025-03,Income,3,True,-0.7147249925162288
2025-02-12,PAYPAL *SPOTIFY,11.19,Debit,Entertainment,Normal,2025,2,12,2,2025-02,Entertainment,4,False,-0.5219130212180559
2025-01-05,LOCAL GROCERY MART,116.54,Debit,Groceries,Normal,2025,1,5,6,2025-01,Other,0,False,-0.5456709467922043
2025-02-11,ZARA MALL 09,168.56,Debit,Shopping,Normal,2025,2,11,1,2025-02,Shopping,2,False,-0.4794566369037572
2025-03-12,COSTCO WHOLESALE,58.13,Debit,Groceries,Normal,2025,3,12,2,2025-03,Other,2,False,-0.43109474550733085
2025-01-23,APPLE STORE #R1234,241.38,Debit,Shopping,Normal,2025,1,23,3,2025-01,Shopping,0,False,-0.5596381080792213
2025-01-28,SHELL STATION #221,26.35,Debit,Transport,Normal,2025,1,28,1,2025-01,Other,0,False,-0.46057227778695886
2025-02-01,ACH DEPOSIT SALARY,3500.0,Credit,Income,Recurring,2025,2,1,5,2025-02,Income,3,True,-0.7281376418972978
2025-01-16,METRO TICKET,14.93,Debit,Transport,Normal,2025,1,16,3,2025-01,Other,0,False,-0.47072408870505533
2025-01-11,CINEMA CITY,12.87,Debit,Entertainment,Normal,2025,1,11,5,2025-01,Other,0,False,-0.5050280464919544
2025-01-16,LOCAL GROCERY MART,81.2,Debit,Groceries,Normal,2025,1,16,3,2025-01,Other,0,False,-0.4650366322622833
2025-02-24,WATER BILL,170.05,Debit,Utilities,Normal,2025,2,24,0,2025-02,Utilities,2,False,-0.5598461034638036
2025-03-29,APPLE STORE #R1234,205.27,Debit,Shopping,Normal,2025,3,29,5,2025-03,Shopping,1,False,-0.537854113345347
2025-02-06,SPAR HYPERMARKET,112.07,Debit,Groceries,Normal,2025,2,6,3,2025-02,Other,0,False,-0.4346973086041136
2025-03-26,PAYPAL *SPOTIFY,53.23,Debit,Entertainment,Normal,2025,3,26,2,2025-03,Entertainment,4,False,-0.5086692130557261
2025-01-27,INTERNET CHARGES,68.5,Debit,Utilities,Normal,2025,1,27,0,2025-01,Utilities,0,False,-0.5496137887994416
2025-02-07,CINEMA CITY,37.92,Debit,Entertainment,Normal,2025,2,7,4,2025-02,Other,1,False,-0.42894523843085525
2025-03-04,STEAM PURCHASE,65.09,Debit,Entertainment,Normal,2025,3,4,1,2025-03,Other,2,False,-0.4462635401346364
2025-01-10,WM SUPERCENTER #382,65.26,Debit,Groceries,Normal,2025,1,10,4,2025-01,Other,0,False,-0.45842764958307
2025-01-06,Netflix.com,76.37,Debit,Entertainment,Normal,2025,1,6,0,2025-01,Entertainment,4,True,-0.6075546349584453
2025-03-22,APPLE STORE #R1234,223.65,Debit,Shopping,Normal,2025,3,22,5,2025-03,Shopping,1,False,-0.5509287702970697
2025-02-03,PAYPAL *SPOTIFY,44.55,Debit,Entertainment,Normal,2025,2,3,0,2025-02,Entertainment,4,False,-0.5095899074614934
2025-03-07,METRO TICKET,12.73,Debit,Transport,Normal,2025,3,7,4,2025-03,Other,1,False,-0.45232510369990847
2025-01-06,INTERNET CHARGES,114.58,Debit,Utilities,Normal,2025,1,6,0,2025-01,Utilities,0,False,-0.5654874330543667
2025-03-30,COSTCO WHOLESALE,113.3,Debit,Groceries,Normal,2025,3,30,6,2025-03,Other,1,False,-0.5082531328461033
2025-01-27,Local Diner,24.22,Debit,Food,Normal,2025,1,27,0,2025-01,Food,4,False,-0.5532006337875587
2025-03-27,ZARA MALL 09,183.19,Debit,Shopping,Normal,2025,3,27,3,2025-03,Shopping,2,False,-0.4954835183308882
2025-02-03,Local Diner,29.25,Debit,Food,Normal,2025,2,3,0,2025-02,Food,4,False,-0.511332119889118
2025-02-21,CINEMA CITY,44.03,Debit,Entertainment,Normal,2025,2,21,4,2025-02,Other,1,False,-0.43187205444508614
2025-01-11,ZARA MALL 09,232.52,Debit,Shopping,Normal,2025,1,11,5,2025-01,Shopping,0,False,-0.5681726102775505
2025-01-14,CINEMA CITY,64.17,Debit,Entertainment,Normal,2025,1,14,1,2025-01,Other,0,False,-0.4610978213771505
2025-02-12,Starbucks Store 0032,23.0,Debit,Food,Normal,2025,2,12,2,2025-02,Food,4,False,-0.4834073798125387
2025-01-29,Starbucks Store 0032,21.15,Debit,Food,Normal,2025,1,29,2,2025-01,Food,4,False,-0.5115147146375295
2025-03-28,STEAM PURCHASE,28.57,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Other,1,False,-0.4357836008208518
2025-03-23,Netflix.com,14.61,Debit,Entertainment,Normal,2025,3,23,6,2025-03,Entertainment,4,False,-0.5605638266655282
2025-03-19,SHELL STATION #221,28.87,Debit,Transport,Normal,2025,3,19,2,2025-03,Other,2,False,-0.4345407225781456
2025-01-12,YELLOW CAB CO,53.84,Debit,Transport,Normal,2025,1,12,6,2025-01,Transport,0,False,-0.5487307632911352
2025-02-24,WATER BILL,136.57,Debit,Utilities,Normal,2025,2,24,0,2025-02,Utilities,2,False,-0.5390475561825286
2025-03-25,APPLE STORE #R1234,152.86,Debit,Shopping,Normal,2025,3,25,1,2025-03,Shopping,2,False,-0.503776368431234
2025-01-11,ELECTRIC BILL,142.47,Debit,Utilities,Normal,2025,1,11,5,2025-01,Utilities,0,False,-0.55684104697913
2025-01-05,PAYPAL *SPOTIFY,38.09,Debit,Entertainment,Normal,2025,1,5,6,2025-01,Entertainment,4,True,-0.6012459673767682
2025-03-10,GAS COMPANY,139.22,Debit,Utilities,Normal,2025,3,10,0,2025-03,Other,2,False,-0.5186064853819446
2025-03-13,KFC Outlet 22,26.22,Debit,Food,Normal,2025,3,13,3,2025-03,Other,2,False,-0.4328786693192841
2025-01-14,LOCAL GROCERY MART,147.8,Debit,Groceries,Normal,2025,1,14,1,2025-01,Other,0,False,-0.5026432462312306
2025-03-23,LYFT RIDE PGH,40.29,Debit,Transport,Normal,2025,3,23,6,2025-03,Transport,1,False,-0.5291186717143099
2025-02-04,COSTCO WHOLESALE,119.37,Debit,Groceries,Normal,2025,2,4,1,2025-02,Other,2,False,-0.45780033826898675
2025-03-18,Netflix.com,64.82,Debit,Entertainment,Normal,2025,3,18,1,2025-03,Entertainment,4,False,-0.524003849367056
2025-03-25,PAYPAL *SPOTIFY,43.66,Debit,Entertainment,Normal,2025,3,25,1,2025-03,Entertainment,4,False,-0.5049953995722516
2025-01-29,WATER BILL,167.18,Debit,Utilities,Normal,2025,1,29,2,2025-01,Utilities,0,False,-0.5375235863774117
2025-03-19,ELECTRIC BILL,118.57,Debit,Utilities,Normal,2025,3,19,2,2025-03,Utilities,2,False,-0.5183757773232524
2025-01-13,H&M STORE 42,42.93,Debit,Shopping,Normal,2025,1,13,0,2025-01,Shopping,0,False,-0.5294485763360637
2025-02-07,APPLE STORE #R1234,175.11,Debit,Shopping,Normal,2025,2,7,4,2025-02,Shopping,1,False,-0.48090058607390784
2025-01-08,COSTCO WHOLESALE,89.84,Debit,Groceries,Normal,2025,1,8,2,2025-01,Other,0,False,-0.4683283487738923
2025-03-02,TARGET T-2812,194.53,Debit,Shopping,Normal,2025,3,2,6,2025-03,Shopping,1,False,-0.5615225996007327
2025-01-14,STEAM PURCHASE,70.8,Debit,Entertainment,Normal,2025,1,14,1,2025-01,Other,0,False,-0.46321574491339673
2025-03-02,SHELL STATION #221,41.88,Debit,Transport,Normal,2025,3,2,6,2025-03,Other,1,False,-0.4740934377586114
2025-01-09,METRO TICKET,9.92,Debit,Transport,Normal,2025,1,9,3,2025-01,Other,0,False,-0.4777868787398512
2025-03-17,WATER BILL,73.94,Debit,Utilities,Normal,2025,3,17,0,2025-03,Utilities,2,False,-0.5570504106633034
2025-02-21,SHELL STATION #221,56.0,Debit,Transport,Normal,2025,2,21,4,2025-02,Other,1,False,-0.4343564797996119
2025-03-18,STEAM PURCHASE,28.97,Debit,Entertainment,Normal,2025,3,18,1,2025-03,Other,2,False,-0.44677233994752397
2025-02-14,KFC Outlet 22,8.88,Debit,Food,Normal,2025,2,14,4,2025-02,Other,1,False,-0.4515958003231206
2025-02-17,Netflix.com,44.43,Debit,Entertainment,Normal,2025,2,17,0,2025-02,Entertainment,4,False,-0.5095899074614934
2025-01-23,Local Diner,32.38,Debit,Food,Normal,2025,1,23,3,2025-01,Food,4,False,-0.5198891647044175
2025-03-28,STEAM PURCHASE,77.64,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Other,1,False,-0.4447319201080618
2025-01-10,COSTCO WHOLESALE,140.49,Debit,Groceries,Normal,2025,1,10,4,2025-01,Other,0,False,-0.4913991296067637
2025-03-11,Netflix.com,77.77,Debit,Entertainment,Normal,2025,3,11,1,2025-03,Entertainment,4,False,-0.5378334801892732
2025-03-07,LOCAL GROCERY MART,27.28,Debit,Groceries,Normal,2025,3,7,4,2025-03,Other,1,False,-0.4359103423893593
2025-03-03,TARGET T-2812,205.08,Debit,Shopping,Normal,2025,3,3,0,2025-03,Shopping,2,False,-0.5672680236953019
2025-02-27,ELECTRIC BILL,74.71,Debit,Utilities,Normal,2025,2,27,3,2025-02,Utilities,0,False,-0.5099905576848442
2025-03-29,Starbucks Store 0032,28.86,Debit,Food,Normal,2025,3,29,5,2025-03,Food,4,False,-0.5108983596301611
2025-03-15,Local Diner,21.43,Debit,Food,Normal,2025,3,15,5,2025-03,Food,4,False,-0.5154325358987847
2025-03-27,LOCAL GROCERY MART,143.75,Debit,Groceries,Normal,2025,3,27,3,2025-03,Other,2,False,-0.4622598864646932
2025-02-16,COSTCO WHOLESALE,149.67,Debit,Groceries,Normal,2025,2,16,6,2025-02,Other,1,False,-0.5351913785095714
2025-01-15,STEAM PURCHASE,50.03,Debit,Entertainment,Normal,2025,1,15,2,2025-01,Other,0,False,-0.44799555263007035
2025-02-22,H&M STORE 42,86.29,Debit,Shopping,Normal,2025,2,22,5,2025-02,Shopping,1,False,-0.47918951510783137
2025-02-25,SHELL STATION #221,55.36,Debit,Transport,Normal,2025,2,25,1,2025-02,Other,2,False,-0.4298790307249041
2025-02-14,TARGET T-2812,74.34,Debit,Shopping,Normal,2025,2,14,4,2025-02,Shopping,1,False,-0.47011237444497167
2025-03-09,APPLE STORE #R1234,230.1,Debit,Shopping,Normal,2025,3,9,6,2025-03,Shopping,1,True,-0.5953629350602525
2025-02-26,GAS COMPANY,147.72,Debit,Utilities,Normal,2025,2,26,2,2025-02,Other,2,False,-0.46675679017093674
2025-03-06,COSTCO WHOLESALE,144.72,Debit,Groceries,Normal,2025,3,6,3,2025-03,Other,2,False,-0.4634495683877063
2025-01-06,ELECTRIC BILL,51.37,Debit,Utilities,Normal,2025,1,6,0,2025-01,Utilities,0,False,-0.5558185967675654
2025-02-05,STEAM PURCHASE,53.13,Debit,Entertainment,Normal,2025,2,5,2,2025-02,Other,2,False,-0.42483511061711426
2025-01-22,METRO TICKET,33.25,Debit,Transport,Normal,2025,1,22,2,2025-01,Other,0,False,-0.45203618838311305
2025-01-24,KFC Outlet 22,23.12,Debit,Food,Normal,2025,1,24,4,2025-01,Other,0,False,-0.443481626862812
2025-03-15,PAYPAL *SPOTIFY,59.72,Debit,Entertainment,Normal,2025,3,15,5,2025-03,Entertainment,4,False,-0.543972353286979
2025-02-27,ELECTRIC BILL,103.48,Debit,Utilities,Normal,2025,2,27,3,2025-02,Utilities,0,False,-0.504843928683387
2025-02-16,H&M STORE 42,104.17,Debit,Shopping,Normal,2025,2,16,6,2025-02,Shopping,1,False,-0.5149168974034468
2025-02-19,Local Diner,37.43,Debit,Food,Normal,2025,2,19,2,2025-02,Food,4,False,-0.4820144718191831
2025-03-26,McDonalds #8492,32.06,Debit,Food,Normal,2025,3,26,2,2025-03,Food,4,False,-0.4944160233080753
2025-02-02,WM SUPERCENTER #382,83.79,Debit,Groceries,Normal,2025,2,2,6,2025-02,Other,1,False,-0.49535442049439266
2025-02-09,TARGET T-2812,33.32,Debit,Shopping,Normal,2025,2,9,6,2025-02,Shopping,1,False,-0.5075296163713048
2025-02-14,SHELL STATION #221,54.54,Debit,Transport,Normal,2025,2,14,4,2025-02,Other,1,False,-0.430679913852911
2025-02-02,LYFT RIDE PGH,17.02,Debit,Transport,Normal,2025,2,2,6,2025-02,Transport,1,False,-0.5412754142282851
2025-02-07,McDonalds #8492,19.15,Debit,Food,Normal,2025,2,7,4,2025-02,Food,4,False,-0.49212706643079307
2025-03-17,PAYPAL *SPOTIFY,38.61,Debit,Entertainment,Normal,2025,3,17,0,2025-03,Entertainment,4,False,-0.5440965113945664
2025-03-27,H&M STORE 42,69.27,Debit,Shopping,Normal,2025,3,27,3,2025-03,Shopping,2,False,-0.4666997127360632
2025-01-12,KFC Outlet 22,8.38,Debit,Food,Normal,2025,1,12,6,2025-01,Other,0,False,-0.5543461753106648
2025-03-28,ZARA MALL 09,154.45,Debit,Shopping,Normal,2025,3,28,4,2025-03,Shopping,1,False,-0.5041899098894724
2025-03-31,LYFT RIDE PGH,37.73,Debit,Transport,Normal,2025,3,31,0,2025-03,Transport,2,False,-0.51875795990224
2025-02-27,AMAZON MKTP US*2R9,187.17,Debit,Shopping,Normal,2025,2,27,3,2025-02,Shopping,0,False,-0.472184467884868
2025-02-13,COSTCO WHOLESALE,87.03,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,0,False,-0.43201940204185646
2025-02-10,APPLE STORE #R9999,2500.0,Debit,Shopping,Anomaly,2025,2,10,0,2025-02,Shopping,3,True,-0.6808647462095457
2025-01-24,PAYPAL *SPOTIFY,20.6,Debit,Entertainment,Normal,2025,1,24,4,2025-01,Entertainment,4,True,-0.5779143852103146
2025-02-13,COSTCO WHOLESALE,145.69,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,0,False,-0.4553062051064849
2025-03-02,UBER TRIP 284922 CA,37.33,Debit,Transport,Normal,2025,3,2,6,2025-03,Transport,1,False,-0.529952388125216
2025-03-26,WATER BILL,168.34,Debit,Utilities,Normal,2025,3,26,2,2025-03,Utilities,2,False,-0.5379422445926445
2025-02-26,Netflix.com,66.36,Debit,Entertainment,Normal,2025,2,26,2,2025-02,Entertainment,4,False,-0.5072457541167947
2025-02-14,APPLE STORE #R1234,111.93,Debit,Shopping,Normal,2025,2,14,4,2025-02,Shopping,1,False,-0.465200151240748
2025-03-16,WM SUPERCENTER #382,81.22,Debit,Groceries,Normal,2025,3,16,6,2025-03,Other,1,False,-0.48533751776809314
2025-01-29,LYFT RIDE PGH,46.3,Debit,Transport,Normal,2025,1,29,2,2025-01,Transport,0,False,-0.49462507510433096
2025-02-06,H&M STORE 42,247.49,Debit,Shopping,Normal,2025,2,6,3,2025-02,Shopping,0,False,-0.5420742394510036
2025-03-11,LOCAL GROCERY MART,101.46,Debit,Groceries,Normal,2025,3,11,1,2025-03,Other,2,False,-0.4600995005409909
2025-02-08,ELECTRIC BILL,179.15,Debit,Utilities,Normal,2025,2,8,5,2025-02,Utilities,1,False,-0.5461191965026958
2025-01-21,SPAR HYPERMARKET,25.41,Debit,Groceries,Normal,2025,1,21,1,2025-01,Other,0,False,-0.461610201215629
2025-03-13,ELECTRIC BILL,84.68,Debit,Utilities,Normal,2025,3,13,3,2025-03,Utilities,2,False,-0.5234573132145229
2025-02-19,UBER TRIP 284922 CA,27.5,Debit,Transport,Normal,2025,2,19,2,2025-02,Transport,2,False,-0.47293429693080513
2025-02-25,H&M STORE 42,190.96,Debit,Shopping,Normal,2025,2,25,1,2025-02,Shopping,2,False,-0.4978142060886676
2025-03-06,SHELL STATION #221,51.33,Debit,Transport,Normal,2025,3,6,3,2025-03,Other,2,False,-0.42310061142160976
2025-01-10,McDonalds #8492,24.1,Debit,Food,Normal,2025,1,10,4,2025-01,Food,4,False,-0.5158471445373592
2025-03-13,INTERNET CHARGES,133.8,Debit,Utilities,Normal,2025,3,13,3,2025-03,Utilities,2,False,-0.524962410995671
2025-03-25,Dominos Pizza,13.13,Debit,Food,Normal,2025,3,25,1,2025-03,Other,2,False,-0.4627258099683907
2025-03-15,TARGET T-2812,205.66,Debit,Shopping,Normal,2025,3,15,5,2025-03,Shopping,1,False,-0.537854113345347
2025-03-24,McDonalds #8492,22.44,Debit,Food,Normal,2025,3,24,0,2025-03,Food,4,False,-0.5441825219676191
2025-03-15,TARGET T-2812,182.05,Debit,Shopping,Normal,2025,3,15,5,2025-03,Shopping,1,False,-0.5191456132412305
2025-01-01,INTERNET CHARGES,160.18,Debit,Utilities,Normal,2025,1,1,2,2025-01,Utilities,0,False,-0.5312660022366319
2025-02-06,AMAZON MKTP US*2R9,168.27,Debit,Shopping,Normal,2025,2,6,3,2025-02,Shopping,0,False,-0.4626599742896555
2025-02-06,COSTCO WHOLESALE,34.23,Debit,Groceries,Normal,2025,2,6,3,2025-02,Other,0,False,-0.4205711563675472
2025-03-28,GAS COMPANY,95.53,Debit,Utilities,Normal,2025,3,28,4,2025-03,Other,1,False,-0.45999353769087836
2025-02-18,PAYPAL *SPOTIFY,9.99,Debit,Entertainment,Recurring,2025,2,18,1,2025-02,Entertainment,4,False,-0.530132347649356
2025-03-03,SPAR HYPERMARKET,121.15,Debit,Groceries,Normal,2025,3,3,0,2025-03,Other,2,False,-0.5116636395437216
2025-03-01,INTERNET CHARGES,141.26,Debit,Utilities,Normal,2025,3,1,5,2025-03,Utilities,1,False,-0.5512673571133495
2025-01-08,PAYPAL *SPOTIFY,39.65,Debit,Entertainment,Normal,2025,1,8,2,2025-01,Entertainment,4,False,-0.5366836389266822
2025-03-02,COSTCO WHOLESALE,82.1,Debit,Groceries,Normal,2025,3,2,6,2025-03,Other,1,False,-0.48766662128639604
2025-01-05,METRO TICKET,48.97,Debit,Transport,Normal,2025,1,5,6,2025-01,Other,0,False,-0.508952748683632
2025-03-03,COSTCO WHOLESALE,119.49,Debit,Groceries,Normal,2025,3,3,0,2025-03,Other,2,False,-0.5127751950815608
2025-03-09,INTERNET CHARGES,99.57,Debit,Utilities,Normal,2025,3,9,6,2025-03,Utilities,1,False,-0.5655501688339345
2025-01-10,METRO TICKET,16.98,Debit,Transport,Normal,2025,1,10,4,2025-01,Other,0,False,-0.45336091988293015
2025-01-13,UBER TRIP 284922 CA,23.09,Debit,Transport,Normal,2025,1,13,0,2025-01,Transport,0,False,-0.5413268628934493
2025-03-10,METRO TICKET,15.29,Debit,Transport,Normal,2025,3,10,0,2025-03,Other,2,False,-0.4909610447182831
2025-03-30,H&M STORE 42,66.04,Debit,Shopping,Normal,2025,3,30,6,2025-03,Shopping,1,False,-0.5016407515513998
2025-01-13,COSTCO WHOLESALE,25.65,Debit,Groceries,Normal,2025,1,13,0,2025-01,Other,0,False,-0.5043950820971043
2025-02-22,UBER TRIP 284922 CA,24.55,Debit,Transport,Normal,2025,2,22,5,2025-02,Transport,1,False,-0.494654628562226
2025-01-30,Starbucks Store 0032,33.18,Debit,Food,Normal,2025,1,30,3,2025-01,Food,4,False,-0.5202357593255008
2025-01-27,WATER BILL,153.83,Debit,Utilities,Normal,2025,1,27,0,2025-01,Utilities,0,True,-0.5778719159412635
2025-02-11,Local Diner,15.73,Debit,Food,Normal,2025,2,11,1,2025-02,Food,4,False,-0.5003064978918891
2025-01-03,SHELL STATION #221,15.92,Debit,Transport,Normal,2025,1,3,4,2025-01,Other,0,False,-0.4552284641981847
2025-01-26,H&M STORE 42,216.27,Debit,Shopping,Normal,2025,1,26,6,2025-01,Shopping,0,True,-0.6027612942801066
2025-02-04,LOCAL GROCERY MART,56.43,Debit,Groceries,Normal,2025,2,4,1,2025-02,Other,2,False,-0.4307524676662267
2025-01-08,INTERNET CHARGES,111.03,Debit,Utilities,Normal,2025,1,8,2,2025-01,Utilities,0,False,-0.5301287132099686
2025-03-30,SHELL STATION #221,50.07,Debit,Transport,Normal,2025,3,30,6,2025-03,Other,1,False,-0.4719564940824859
2025-01-21,YELLOW CAB CO,56.61,Debit,Transport,Normal,2025,1,21,1,2025-01,Transport,0,False,-0.5059155959485733
2025-03-26,METRO TICKET,19.66,Debit,Transport,Normal,2025,3,26,2,2025-03,Other,2,False,-0.43784884344497954
2025-02-17,CINEMA CITY,12.36,Debit,Entertainment,Normal,2025,2,17,0,2025-02,Other,2,False,-0.48732905635262497
2025-03-30,Netflix.com,72.27,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Entertainment,4,False,-0.5673590265390889
2025-03-27,COSTCO WHOLESALE,58.35,Debit,Groceries,Normal,2025,3,27,3,2025-03,Other,2,False,-0.42921327336974036
2025-02-28,INTERNET CHARGES,52.34,Debit,Utilities,Normal,2025,2,28,4,2025-02,Utilities,1,False,-0.5118769529251885
2025-01-12,KFC Outlet 22,34.03,Debit,Food,Normal,2025,1,12,6,2025-01,Other,0,False,-0.5114439980404194
2025-03-11,YELLOW CAB CO,24.7,Debit,Transport,Normal,2025,3,11,1,2025-03,Transport,2,False,-0.5040743048482544
2025-02-25,ELECTRIC BILL,151.03,Debit,Utilities,Normal,2025,2,25,1,2025-02,Utilities,2,False,-0.5207088808761329
2025-02-06,YELLOW CAB CO,44.56,Debit,Transport,Normal,2025,2,6,3,2025-02,Transport,0,False,-0.46753222592708527
2025-01-31,Local Diner,17.68,Debit,Food,Normal,2025,1,31,4,2025-01,Food,4,False,-0.5222061075673967
2025-03-19,INTERNET CHARGES,105.1,Debit,Utilities,Normal,2025,3,19,2,2025-03,Utilities,2,False,-0.516498195520084
2025-02-04,COSTCO WHOLESALE,110.58,Debit,Groceries,Normal,2025,2,4,1,2025-02,Other,2,False,-0.45098741838299056
2025-03-28,McDonalds #8492,19.13,Debit,Food,Normal,2025,3,28,4,2025-03,Food,4,False,-0.5023122111731569
2025-02-12,ELECTRIC BILL,56.15,Debit,Utilities,Normal,2025,2,12,2,2025-02,Utilities,2,False,-0.4968964331749395
2025-02-18,WATER BILL,109.67,Debit,Utilities,Normal,2025,2,18,1,2025-02,Utilities,2,False,-0.5123885885511076
2025-02-23,SHELL STATION #221,31.77,Debit,Transport,Normal,2025,2,23,6,2025-02,Other,1,False,-0.4730200014165735
2025-02-14,LOCAL GROCERY MART,127.57,Debit,Groceries,Normal,2025,2,14,4,2025-02,Other,1,False,-0.4671937310498185
