date,description,amount,transaction_type,year,month,day,day_of_week,year_month,base_category,cluster_id,is_anomaly,anomaly_score
2025-03-25,APPLE STORE #R1234,152.86,Debit,2025,3,25,1,2025-03,Shopping,4,False,-0.4747005229751853
2025-01-11,ELECTRIC BILL,142.47,Debit,2025,1,11,5,2025-01,Utilities,3,False,-0.5292558210738144
2025-01-05,PAYPAL *SPOTIFY,38.09,Debit,2025,1,5,6,2025-01,Entertainment,1,False,-0.5769153247470459
2025-03-10,GAS COMPANY,139.22,Debit,2025,3,10,0,2025-03,Other,4,False,-0.48162544564992665
2025-03-13,KFC Outlet 22,26.22,Debit,2025,3,13,3,2025-03,Other,3,False,-0.405515991436833
2025-01-14,LOCAL GROCERY MART,147.8,Debit,2025,1,14,1,2025-01,Other,4,False,-0.49324075721620636
2025-03-23,LYFT RIDE PGH,40.29,Debit,2025,3,23,6,2025-03,Transport,3,False,-0.48351566330219925
2025-04-02,COSTCO WHOLESALE,119.37,Debit,2025,4,2,2,2025-04,Other,4,False,-0.4898213469383084
2025-03-18,Netflix.com,64.82,Debit,2025,3,18,1,2025-03,Entertainment,1,False,-0.496690455714173
2025-03-25,PAYPAL *SPOTIFY,43.66,Debit,2025,3,25,1,2025-03,Entertainment,1,False,-0.47231374461111464
2025-01-29,WATER BILL,167.18,Debit,2025,1,29,2,2025-01,Utilities,4,False,-0.518087162392544
2025-03-19,ELECTRIC BILL,118.57,Debit,2025,3,19,2,2025-03,Utilities,4,False,-0.4956590494770076
2025-01-13,H&M STORE 42,42.93,Debit,2025,1,13,0,2025-01,Shopping,4,False,-0.5136434957123149
2025-07-02,APPLE STORE #R1234,175.11,Debit,2025,7,2,2,2025-07,Shopping,0,True,-0.5955400448506544
2025-01-08,COSTCO WHOLESALE,89.84,Debit,2025,1,8,2,2025-01,Other,4,False,-0.44521976761360477
2025-03-02,TARGET T-2812,194.53,Debit,2025,3,2,6,2025-03,Shopping,3,False,-0.522394159104222
2025-01-14,STEAM PURCHASE,70.8,Debit,2025,1,14,1,2025-01,Other,4,False,-0.4462084258011772
2025-03-02,SHELL STATION #221,41.88,Debit,2025,3,2,6,2025-03,Other,3,False,-0.43758932098235404
2025-01-09,METRO TICKET,9.92,Debit,2025,1,9,3,2025-01,Other,3,False,-0.4487388167174072
2025-03-17,WATER BILL,73.94,Debit,2025,3,17,0,2025-03,Utilities,4,False,-0.5475803293767556
2025-02-21,SHELL STATION #221,56.0,Debit,2025,2,21,4,2025-02,Other,3,False,-0.41419846337963023
2025-03-18,STEAM PURCHASE,28.97,Debit,2025,3,18,1,2025-03,Other,4,False,-0.41634112764003434
2025-02-14,KFC Outlet 22,8.88,Debit,2025,2,14,4,2025-02,Other,3,False,-0.4280125910121491
2025-02-17,Netflix.com,44.43,Debit,2025,2,17,0,2025-02,Entertainment,1,False,-0.5007379428729881
2025-01-23,Local Diner,32.38,Debit,2025,1,23,3,2025-01,Food,1,False,-0.4914999146739495
2025-03-28,STEAM PURCHASE,77.64,Debit,2025,3,28,4,2025-03,Other,3,False,-0.41943249178961217
2025-01-10,COSTCO WHOLESALE,140.49,Debit,2025,1,10,4,2025-01,Other,3,False,-0.4590505804547725
2025-03-11,Netflix.com,77.77,Debit,2025,3,11,1,2025-03,Entertainment,1,False,-0.5109627511312249
2025-03-07,LOCAL GROCERY MART,27.28,Debit,2025,3,7,4,2025-03,Other,3,False,-0.41100440722183873
2025-03-03,TARGET T-2812,205.08,Debit,2025,3,3,0,2025-03,Shopping,4,False,-0.5361590405168859
2025-02-27,ELECTRIC BILL,74.71,Debit,2025,2,27,3,2025-02,Utilities,3,False,-0.4865141212950484
2025-03-29,Starbucks Store 0032,28.86,Debit,2025,3,29,5,2025-03,Food,1,False,-0.4912779137237826
2025-03-15,Local Diner,21.43,Debit,2025,3,15,5,2025-03,Food,1,False,-0.4930293269224636
2025-03-27,LOCAL GROCERY MART,143.75,Debit,2025,3,27,3,2025-03,Other,3,False,-0.43690812953961566
2025-02-16,COSTCO WHOLESALE,149.67,Debit,2025,2,16,6,2025-02,Other,3,False,-0.5060847957676263
2025-01-15,STEAM PURCHASE,50.03,Debit,2025,1,15,2,2025-01,Other,4,False,-0.43174077007824
2025-02-22,H&M STORE 42,86.29,Debit,2025,2,22,5,2025-02,Shopping,3,False,-0.45398928979011105
2025-02-25,SHELL STATION #221,55.36,Debit,2025,2,25,1,2025-02,Other,4,False,-0.4122173980836971
2025-02-14,TARGET T-2812,74.34,Debit,2025,2,14,4,2025-02,Shopping,3,False,-0.4487003299477116
2025-03-09,APPLE STORE #R1234,230.1,Debit,2025,3,9,6,2025-03,Shopping,3,False,-0.5520890315626448
2025-02-26,GAS COMPANY,147.72,Debit,2025,2,26,2,2025-02,Other,4,False,-0.44331561686210086
2025-03-06,COSTCO WHOLESALE,144.72,Debit,2025,3,6,3,2025-03,Other,3,False,-0.4379978546635309
2025-01-06,ELECTRIC BILL,51.37,Debit,2025,1,6,0,2025-01,Utilities,4,False,-0.551778760556122
2025-02-05,STEAM PURCHASE,53.13,Debit,2025,2,5,2,2025-02,Other,4,False,-0.40287449561758065
2025-01-22,METRO TICKET,33.25,Debit,2025,1,22,2,2025-01,Other,4,False,-0.43300469279519843
2025-01-24,KFC Outlet 22,23.12,Debit,2025,1,24,4,2025-01,Other,3,False,-0.42178322793761125
2025-03-15,PAYPAL *SPOTIFY,59.72,Debit,2025,3,15,5,2025-03,Entertainment,1,False,-0.5142314660416674
2025-02-27,ELECTRIC BILL,103.48,Debit,2025,2,27,3,2025-02,Utilities,3,False,-0.4786883583652205
2025-02-16,H&M STORE 42,104.17,Debit,2025,2,16,6,2025-02,Shopping,3,False,-0.47553844355605485
2025-02-19,Local Diner,37.43,Debit,2025,2,19,2,2025-02,Food,1,False,-0.4568311270197924
2025-03-26,McDonalds #8492,32.06,Debit,2025,3,26,2,2025-03,Food,1,False,-0.457913494430451
2025-02-02,WM SUPERCENTER #382,83.79,Debit,2025,2,2,6,2025-02,Other,3,False,-0.45921760465836825
2025-02-09,TARGET T-2812,33.32,Debit,2025,2,9,6,2025-02,Shopping,3,False,-0.46806506624921324
2025-02-14,SHELL STATION #221,54.54,Debit,2025,2,14,4,2025-02,Other,3,False,-0.41134846431790895
2025-02-02,LYFT RIDE PGH,17.02,Debit,2025,2,2,6,2025-02,Transport,3,False,-0.5057206829137881
2025-07-02,McDonalds #8492,19.15,Debit,2025,7,2,2,2025-07,Food,0,True,-0.5909608111094184
2025-03-17,PAYPAL *SPOTIFY,38.61,Debit,2025,3,17,0,2025-03,Entertainment,1,False,-0.5075582692508179
2025-03-27,H&M STORE 42,69.27,Debit,2025,3,27,3,2025-03,Shopping,3,False,-0.4377473456151008
2025-01-12,KFC Outlet 22,8.38,Debit,2025,1,12,6,2025-01,Other,3,False,-0.5016900856900763
2025-03-28,ZARA MALL 09,154.45,Debit,2025,3,28,4,2025-03,Shopping,3,False,-0.4755978524899973
2025-03-31,LYFT RIDE PGH,37.73,Debit,2025,3,31,0,2025-03,Transport,4,False,-0.4967616237276693
2025-02-27,AMAZON MKTP US*2R9,187.17,Debit,2025,2,27,3,2025-02,Shopping,3,False,-0.45102912041639087
2025-02-13,COSTCO WHOLESALE,87.03,Debit,2025,2,13,3,2025-02,Other,3,False,-0.40976752566491875
2025-10-02,APPLE STORE #R9999,2500.0,Debit,2025,10,2,3,2025-10,Shopping,2,True,-0.7217149891343487
2025-01-24,PAYPAL *SPOTIFY,20.6,Debit,2025,1,24,4,2025-01,Entertainment,1,False,-0.5445341319147846
2025-02-13,COSTCO WHOLESALE,145.69,Debit,2025,2,13,3,2025-02,Other,3,False,-0.4337415227591543
2025-03-02,UBER TRIP 284922 CA,37.33,Debit,2025,3,2,6,2025-03,Transport,3,False,-0.48312083815794626
2025-03-26,WATER BILL,168.34,Debit,2025,3,26,2,2025-03,Utilities,4,False,-0.5173834591575539
2025-02-26,Netflix.com,66.36,Debit,2025,2,26,2,2025-02,Entertainment,1,False,-0.4978345877364603
2025-02-14,APPLE STORE #R1234,111.93,Debit,2025,2,14,4,2025-02,Shopping,3,False,-0.4481483743835035
2025-03-16,WM SUPERCENTER #382,81.22,Debit,2025,3,16,6,2025-03,Other,3,False,-0.44967492169304046
2025-01-29,LYFT RIDE PGH,46.3,Debit,2025,1,29,2,2025-01,Transport,4,False,-0.4802358877465642
2025-02-06,H&M STORE 42,247.49,Debit,2025,2,6,3,2025-02,Shopping,3,False,-0.48771993545359504
2025-03-11,LOCAL GROCERY MART,101.46,Debit,2025,3,11,1,2025-03,Other,4,False,-0.43227807136816143
2025-08-02,ELECTRIC BILL,179.15,Debit,2025,8,2,5,2025-08,Utilities,0,True,-0.6652606302656697
2025-01-21,SPAR HYPERMARKET,25.41,Debit,2025,1,21,1,2025-01,Other,4,False,-0.43597911808518053
2025-03-13,ELECTRIC BILL,84.68,Debit,2025,3,13,3,2025-03,Utilities,3,False,-0.4917164421836813
2025-02-19,UBER TRIP 284922 CA,27.5,Debit,2025,2,19,2,2025-02,Transport,4,False,-0.46231475491993657
2025-02-25,H&M STORE 42,190.96,Debit,2025,2,25,1,2025-02,Shopping,4,False,-0.48916218824630725
2025-03-06,SHELL STATION #221,51.33,Debit,2025,3,6,3,2025-03,Other,3,False,-0.40047013165320866
2025-01-10,McDonalds #8492,24.1,Debit,2025,1,10,4,2025-01,Food,1,False,-0.5029897024272295
2025-03-13,INTERNET CHARGES,133.8,Debit,2025,3,13,3,2025-03,Utilities,3,False,-0.5010731800125636
2025-03-25,Dominos Pizza,13.13,Debit,2025,3,25,1,2025-03,Other,4,False,-0.43123850709061357
2025-03-15,TARGET T-2812,205.66,Debit,2025,3,15,5,2025-03,Shopping,3,False,-0.5026572093947518
2025-03-24,McDonalds #8492,22.44,Debit,2025,3,24,0,2025-03,Food,1,False,-0.5124878958593508
2025-03-15,TARGET T-2812,182.05,Debit,2025,3,15,5,2025-03,Shopping,3,False,-0.4890509527984688
2025-01-01,INTERNET CHARGES,160.18,Debit,2025,1,1,2,2025-01,Utilities,4,False,-0.5146626607992183
2025-02-06,AMAZON MKTP US*2R9,168.27,Debit,2025,2,6,3,2025-02,Shopping,3,False,-0.44467221352714564
2025-02-06,COSTCO WHOLESALE,34.23,Debit,2025,2,6,3,2025-02,Other,3,False,-0.40002903162076936
2025-03-28,GAS COMPANY,95.53,Debit,2025,3,28,4,2025-03,Other,3,False,-0.4284435687365576
2025-02-18,PAYPAL *SPOTIFY,9.99,Debit,2025,2,18,1,2025-02,Entertainment,1,False,-0.5149664394716239
2025-03-03,SPAR HYPERMARKET,121.15,Debit,2025,3,3,0,2025-03,Other,4,False,-0.4710122692253763
2025-03-01,INTERNET CHARGES,141.26,Debit,2025,3,1,5,2025-03,Utilities,3,False,-0.5093297620812298
2025-01-08,PAYPAL *SPOTIFY,39.65,Debit,2025,1,8,2,2025-01,Entertainment,1,False,-0.505055550276131
2025-03-02,COSTCO WHOLESALE,82.1,Debit,2025,3,2,6,2025-03,Other,3,False,-0.4506518108264583
2025-01-05,METRO TICKET,48.97,Debit,2025,1,5,6,2025-01,Other,3,False,-0.4676932136955229
2025-03-03,COSTCO WHOLESALE,119.49,Debit,2025,3,3,0,2025-03,Other,4,False,-0.4703329197911031
2025-03-09,INTERNET CHARGES,99.57,Debit,2025,3,9,6,2025-03,Utilities,3,False,-0.5108107777792823
2025-01-10,METRO TICKET,16.98,Debit,2025,1,10,4,2025-01,Other,3,False,-0.4271564746042762
2025-01-13,UBER TRIP 284922 CA,23.09,Debit,2025,1,13,0,2025-01,Transport,4,False,-0.5375553815613587
2025-03-10,METRO TICKET,15.29,Debit,2025,3,10,0,2025-03,Other,4,False,-0.46085043417587357
2025-03-30,H&M STORE 42,66.04,Debit,2025,3,30,6,2025-03,Shopping,3,False,-0.46873395109392196
2025-01-13,COSTCO WHOLESALE,25.65,Debit,2025,1,13,0,2025-01,Other,4,False,-0.48098774244370834
2025-02-22,UBER TRIP 284922 CA,24.55,Debit,2025,2,22,5,2025-02,Transport,3,False,-0.47263330604063697
2025-01-30,Starbucks Store 0032,33.18,Debit,2025,1,30,3,2025-01,Food,1,False,-0.4911674850291776
2025-01-27,WATER BILL,153.83,Debit,2025,1,27,0,2025-01,Utilities,4,False,-0.5554484187806937
2025-11-02,Local Diner,15.73,Debit,2025,11,2,6,2025-11,Food,0,True,-0.6814270549104201
2025-01-03,SHELL STATION #221,15.92,Debit,2025,1,3,4,2025-01,Other,3,False,-0.4264844758155507
2025-01-26,H&M STORE 42,216.27,Debit,2025,1,26,6,2025-01,Shopping,3,False,-0.5515384268282542
2025-04-02,LOCAL GROCERY MART,56.43,Debit,2025,4,2,2,2025-04,Other,4,False,-0.4661423515990562
2025-01-08,INTERNET CHARGES,111.03,Debit,2025,1,8,2,2025-01,Utilities,4,False,-0.4989356821670348
2025-03-30,SHELL STATION #221,50.07,Debit,2025,3,30,6,2025-03,Other,3,False,-0.4351697218264118
2025-01-21,YELLOW CAB CO,56.61,Debit,2025,1,21,1,2025-01,Transport,4,False,-0.4910359754765714
2025-03-26,METRO TICKET,19.66,Debit,2025,3,26,2,2025-03,Other,4,False,-0.4072626141096793
2025-02-17,CINEMA CITY,12.36,Debit,2025,2,17,0,2025-02,Other,4,False,-0.4703772864023235
2025-03-30,Netflix.com,72.27,Debit,2025,3,30,6,2025-03,Entertainment,1,False,-0.545749309138082
2025-03-27,COSTCO WHOLESALE,58.35,Debit,2025,3,27,3,2025-03,Other,3,False,-0.4025317376047523
2025-02-28,INTERNET CHARGES,52.34,Debit,2025,2,28,4,2025-02,Utilities,3,False,-0.49452646914120213
2025-01-12,KFC Outlet 22,34.03,Debit,2025,1,12,6,2025-01,Other,3,False,-0.4701046179378965
2025-11-03,YELLOW CAB CO,24.7,Debit,2025,11,3,0,2025-11,Transport,0,True,-0.6640385001612327
2025-02-25,ELECTRIC BILL,151.03,Debit,2025,2,25,1,2025-02,Utilities,4,False,-0.507697072214238
2025-02-06,YELLOW CAB CO,44.56,Debit,2025,2,6,3,2025-02,Transport,3,False,-0.4500245940714462
2025-01-31,Local Diner,17.68,Debit,2025,1,31,4,2025-01,Food,1,False,-0.5060330372031012
2025-03-19,INTERNET CHARGES,105.1,Debit,2025,3,19,2,2025-03,Utilities,4,False,-0.49272755590402356
2025-02-04,COSTCO WHOLESALE,110.58,Debit,2025,2,4,1,2025-02,Other,4,False,-0.42769937467984787
2025-03-28,McDonalds #8492,19.13,Debit,2025,3,28,4,2025-03,Food,1,False,-0.4827709640225964
2025-12-02,ELECTRIC BILL,56.15,Debit,2025,12,2,1,2025-12,Utilities,0,True,-0.6689455688704611
2025-02-18,WATER BILL,109.67,Debit,2025,2,18,1,2025-02,Utilities,4,False,-0.49339340199665166
2025-02-23,SHELL STATION #221,31.77,Debit,2025,2,23,6,2025-02,Other,3,False,-0.4454875633081557
2025-02-14,LOCAL GROCERY MART,127.57,Debit,2025,2,14,4,2025-02,Other,3,False,-0.43643443365413925
