date,description,amount,transaction_type,Category,Label,year,month,day,day_of_week,year_month,base_category,cluster_id,anomaly_score,is_anomaly
2025-03-07,WM SUPERCENTER #382,107.21,Debit,Groceries,Normal,2025,3,7,4,2025-03,Other,1,0.11341758924919942,False
2025-01-05,ZARA MALL 09,69.97,Debit,Shopping,Normal,2025,1,5,6,2025-01,Shopping,4,0.027035146274694055,False
2025-03-15,METRO TICKET,17.74,Debit,Transport,Normal,2025,3,15,5,2025-03,Other,1,0.11534133765491911,False
2025-01-15,PAYPAL *SPOTIFY,77.46,Debit,Entertainment,Normal,2025,1,15,2,2025-01,Entertainment,2,0.017655565651284233,False
2025-01-15,UBER TRIP 284922 CA,14.85,Debit,Transport,Normal,2025,1,15,2,2025-01,Transport,4,0.0596594277497251,False
2025-02-27,WATER BILL,144.11,Debit,Utilities,Normal,2025,2,27,3,2025-02,Utilities,4,0.07104855479959404,False
2025-03-06,Dominos Pizza,34.23,Debit,Food,Normal,2025,3,6,3,2025-03,Other,1,0.14640530561640602,False
2025-01-02,APPLE STORE #R1234,49.11,Debit,Shopping,Normal,2025,1,2,3,2025-01,Shopping,4,0.09340673987058101,False
2025-01-14,KFC Outlet 22,9.69,Debit,Food,Normal,2025,1,14,1,2025-01,Other,4,0.08607801633263318,False
2025-01-20,Netflix.com,41.8,Debit,Entertainment,Normal,2025,1,20,0,2025-01,Entertainment,2,-0.010326085380537475,True
2025-02-02,ZARA MALL 09,46.66,Debit,Shopping,Normal,2025,2,2,6,2025-02,Shopping,1,0.06966907772484654,False
2025-01-16,CINEMA CITY,44.51,Debit,Entertainment,Normal,2025,1,16,3,2025-01,Other,4,0.12971924962846926,False
2025-02-06,TARGET T-2812,118.87,Debit,Shopping,Normal,2025,2,6,3,2025-02,Shopping,4,0.1272499571012075,False
2025-03-23,WATER BILL,147.49,Debit,Utilities,Normal,2025,3,23,6,2025-03,Utilities,1,-0.0068217886893283675,True
2025-01-10,SHELL STATION #221,40.93,Debit,Transport,Normal,2025,1,10,4,2025-01,Other,4,0.13752778624931677,False
2025-02-26,LOCAL GROCERY MART,124.54,Debit,Groceries,Normal,2025,2,26,2,2025-02,Other,0,0.12484791105753346,False
2025-03-28,SHELL STATION #221,38.53,Debit,Transport,Normal,2025,3,28,4,2025-03,Other,1,0.13878288684971662,False
2025-01-31,SPAR HYPERMARKET,119.22,Debit,Groceries,Normal,2025,1,31,4,2025-01,Other,4,0.0916645790804464,False
2025-02-05,PAYPAL *SPOTIFY,77.16,Debit,Entertainment,Normal,2025,2,5,2,2025-02,Entertainment,2,0.0567757109086221,False
2025-03-30,CINEMA CITY,10.08,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Other,1,0.07457028167471824,False
2025-03-20,WM SUPERCENTER #382,81.93,Debit,Groceries,Normal,2025,3,20,3,2025-03,Other,1,0.14136839091470632,False
2025-03-01,ACH DEPOSIT SALARY,3500.0,Credit,Income,Recurring,2025,3,1,5,2025-03,Income,3,-0.13987890767323918,True
2025-02-12,PAYPAL *SPOTIFY,11.19,Debit,Entertainment,Normal,2025,2,12,2,2025-02,Entertainment,2,0.05293306362493366,False
2025-01-05,LOCAL GROCERY MART,116.54,Debit,Groceries,Normal,2025,1,5,6,2025-01,Other,4,0.02917513805078531,False
2025-02-11,ZARA MALL 09,168.56,Debit,Shopping,Normal,2025,2,11,1,2025-02,Shopping,0,0.09538944793923237,False
2025-03-12,COSTCO WHOLESALE,58.13,Debit,Groceries,Normal,2025,3,12,2,2025-03,Other,0,0.14375133933565876,False
2025-01-23,APPLE STORE #R1234,241.38,Debit,Shopping,Normal,2025,1,23,3,2025-01,Shopping,4,0.015207976763768283,False
2025-01-28,SHELL STATION #221,26.35,Debit,Transport,Normal,2025,1,28,1,2025-01,Other,4,0.11427380705603074,False
2025-02-01,ACH DEPOSIT SALARY,3500.0,Credit,Income,Recurring,2025,2,1,5,2025-02,Income,3,-0.1532915570543082,True
2025-01-16,METRO TICKET,14.93,Debit,Transport,Normal,2025,1,16,3,2025-01,Other,4,0.10412199613793427,False
2025-01-11,CINEMA CITY,12.87,Debit,Entertainment,Normal,2025,1,11,5,2025-01,Other,4,0.06981803835103517,False
2025-01-16,LOCAL GROCERY MART,81.2,Debit,Groceries,Normal,2025,1,16,3,2025-01,Other,4,0.10980945258070629,False
2025-02-24,WATER BILL,170.05,Debit,Utilities,Normal,2025,2,24,0,2025-02,Utilities,0,0.014999981379186011,False
2025-03-29,APPLE STORE #R1234,205.27,Debit,Shopping,Normal,2025,3,29,5,2025-03,Shopping,1,0.03699197149764255,False
2025-02-06,SPAR HYPERMARKET,112.07,Debit,Groceries,Normal,2025,2,6,3,2025-02,Other,4,0.140148776238876,False
2025-03-26,PAYPAL *SPOTIFY,53.23,Debit,Entertainment,Normal,2025,3,26,2,2025-03,Entertainment,2,0.0661768717872635,False
2025-01-27,INTERNET CHARGES,68.5,Debit,Utilities,Normal,2025,1,27,0,2025-01,Utilities,4,0.02523229604354804,False
2025-02-07,CINEMA CITY,37.92,Debit,Entertainment,Normal,2025,2,7,4,2025-02,Other,1,0.14590084641213436,False
2025-03-04,STEAM PURCHASE,65.09,Debit,Entertainment,Normal,2025,3,4,1,2025-03,Other,0,0.12858254470835317,False
2025-01-10,WM SUPERCENTER #382,65.26,Debit,Groceries,Normal,2025,1,10,4,2025-01,Other,4,0.11641843525991963,False
2025-01-06,Netflix.com,76.37,Debit,Entertainment,Normal,2025,1,6,0,2025-01,Entertainment,2,-0.0327085501154557,True
2025-03-22,APPLE STORE #R1234,223.65,Debit,Shopping,Normal,2025,3,22,5,2025-03,Shopping,1,0.023917314545919943,False
2025-02-03,PAYPAL *SPOTIFY,44.55,Debit,Entertainment,Normal,2025,2,3,0,2025-02,Entertainment,2,0.06525617738149625,False
2025-03-07,METRO TICKET,12.73,Debit,Transport,Normal,2025,3,7,4,2025-03,Other,1,0.12252098114308113,False
2025-01-06,INTERNET CHARGES,114.58,Debit,Utilities,Normal,2025,1,6,0,2025-01,Utilities,4,0.00935865178862294,False
2025-03-30,COSTCO WHOLESALE,113.3,Debit,Groceries,Normal,2025,3,30,6,2025-03,Other,1,0.06659295199688631,False
2025-01-27,Local Diner,24.22,Debit,Food,Normal,2025,1,27,0,2025-01,Food,2,0.02164545105543092,False
2025-03-27,ZARA MALL 09,183.19,Debit,Shopping,Normal,2025,3,27,3,2025-03,Shopping,1,0.07936256651210138,False
2025-02-03,Local Diner,29.25,Debit,Food,Normal,2025,2,3,0,2025-02,Food,2,0.06351396495387163,False
2025-02-21,CINEMA CITY,44.03,Debit,Entertainment,Normal,2025,2,21,4,2025-02,Other,1,0.14297403039790346,False
2025-01-11,ZARA MALL 09,232.52,Debit,Shopping,Normal,2025,1,11,5,2025-01,Shopping,4,0.006673474565439097,False
2025-01-14,CINEMA CITY,64.17,Debit,Entertainment,Normal,2025,1,14,1,2025-01,Other,4,0.1137482634658391,False
2025-02-12,Starbucks Store 0032,23.0,Debit,Food,Normal,2025,2,12,2,2025-02,Food,2,0.09143870503045093,False
2025-01-29,Starbucks Store 0032,21.15,Debit,Food,Normal,2025,1,29,2,2025-01,Food,2,0.06333137020546009,False
2025-03-28,STEAM PURCHASE,28.57,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Other,1,0.13906248402213778,False
2025-03-23,Netflix.com,14.61,Debit,Entertainment,Normal,2025,3,23,6,2025-03,Entertainment,2,0.014282258177461427,False
2025-03-19,SHELL STATION #221,28.87,Debit,Transport,Normal,2025,3,19,2,2025-03,Other,0,0.14030536226484402,False
2025-01-12,YELLOW CAB CO,53.84,Debit,Transport,Normal,2025,1,12,6,2025-01,Transport,4,0.026115321551854365,False
2025-02-24,WATER BILL,136.57,Debit,Utilities,Normal,2025,2,24,0,2025-02,Utilities,0,0.03579852866046096,False
2025-03-25,APPLE STORE #R1234,152.86,Debit,Shopping,Normal,2025,3,25,1,2025-03,Shopping,0,0.07106971641175563,False
2025-01-11,ELECTRIC BILL,142.47,Debit,Utilities,Normal,2025,1,11,5,2025-01,Utilities,4,0.018005037863859652,False
2025-01-05,PAYPAL *SPOTIFY,38.09,Debit,Entertainment,Normal,2025,1,5,6,2025-01,Entertainment,2,-0.026399882533778563,True
2025-03-10,GAS COMPANY,139.22,Debit,Utilities,Normal,2025,3,10,0,2025-03,Other,0,0.05623959946104495,False
2025-03-13,KFC Outlet 22,26.22,Debit,Food,Normal,2025,3,13,3,2025-03,Other,1,0.1419674155237055,False
2025-01-14,LOCAL GROCERY MART,147.8,Debit,Groceries,Normal,2025,1,14,1,2025-01,Other,4,0.07220283861175902,False
2025-03-23,LYFT RIDE PGH,40.29,Debit,Transport,Normal,2025,3,23,6,2025-03,Transport,1,0.04572741312867967,False
2025-02-04,COSTCO WHOLESALE,119.37,Debit,Groceries,Normal,2025,2,4,1,2025-02,Other,0,0.11704574657400285,False
2025-03-18,Netflix.com,64.82,Debit,Entertainment,Normal,2025,3,18,1,2025-03,Entertainment,2,0.050842235475933584,False
2025-03-25,PAYPAL *SPOTIFY,43.66,Debit,Entertainment,Normal,2025,3,25,1,2025-03,Entertainment,2,0.06985068527073801,False
2025-01-29,WATER BILL,167.18,Debit,Utilities,Normal,2025,1,29,2,2025-01,Utilities,4,0.03732249846557789,False
2025-03-19,ELECTRIC BILL,118.57,Debit,Utilities,Normal,2025,3,19,2,2025-03,Utilities,0,0.05647030751973725,False
2025-01-13,H&M STORE 42,42.93,Debit,Shopping,Normal,2025,1,13,0,2025-01,Shopping,4,0.04539750850692592,False
2025-02-07,APPLE STORE #R1234,175.11,Debit,Shopping,Normal,2025,2,7,4,2025-02,Shopping,1,0.09394549876908176,False
2025-01-08,COSTCO WHOLESALE,89.84,Debit,Groceries,Normal,2025,1,8,2,2025-01,Other,4,0.10651773606909731,False
2025-03-02,TARGET T-2812,194.53,Debit,Shopping,Normal,2025,3,2,6,2025-03,Shopping,1,0.013323485242256905,False
2025-01-14,STEAM PURCHASE,70.8,Debit,Entertainment,Normal,2025,1,14,1,2025-01,Other,4,0.11163033992959287,False
2025-03-02,SHELL STATION #221,41.88,Debit,Transport,Normal,2025,3,2,6,2025-03,Other,1,0.1007526470843782,False
2025-01-09,METRO TICKET,9.92,Debit,Transport,Normal,2025,1,9,3,2025-01,Other,4,0.0970592061031384,False
2025-03-17,WATER BILL,73.94,Debit,Utilities,Normal,2025,3,17,0,2025-03,Utilities,0,0.017795674179686194,False
2025-02-21,SHELL STATION #221,56.0,Debit,Transport,Normal,2025,2,21,4,2025-02,Other,1,0.1404896050433777,False
2025-03-18,STEAM PURCHASE,28.97,Debit,Entertainment,Normal,2025,3,18,1,2025-03,Other,0,0.12807374489546564,False
2025-02-14,KFC Outlet 22,8.88,Debit,Food,Normal,2025,2,14,4,2025-02,Other,1,0.12325028451986902,False
2025-02-17,Netflix.com,44.43,Debit,Entertainment,Normal,2025,2,17,0,2025-02,Entertainment,2,0.06525617738149625,False
2025-01-23,Local Diner,32.38,Debit,Food,Normal,2025,1,23,3,2025-01,Food,2,0.05495692013857212,False
2025-03-28,STEAM PURCHASE,77.64,Debit,Entertainment,Normal,2025,3,28,4,2025-03,Other,1,0.13011416473492782,False
2025-01-10,COSTCO WHOLESALE,140.49,Debit,Groceries,Normal,2025,1,10,4,2025-01,Other,4,0.08344695523622592,False
2025-03-11,Netflix.com,77.77,Debit,Entertainment,Normal,2025,3,11,1,2025-03,Entertainment,2,0.03701260465371636,False
2025-03-07,LOCAL GROCERY MART,27.28,Debit,Groceries,Normal,2025,3,7,4,2025-03,Other,1,0.13893574245363033,False
2025-03-03,TARGET T-2812,205.08,Debit,Shopping,Normal,2025,3,3,0,2025-03,Shopping,0,0.007578061147687665,False
2025-02-27,ELECTRIC BILL,74.71,Debit,Utilities,Normal,2025,2,27,3,2025-02,Utilities,4,0.06485552715814535,False
2025-03-29,Starbucks Store 0032,28.86,Debit,Food,Normal,2025,3,29,5,2025-03,Food,2,0.06394772521282854,False
2025-03-15,Local Diner,21.43,Debit,Food,Normal,2025,3,15,5,2025-03,Food,2,0.05941354894420492,False
2025-03-27,LOCAL GROCERY MART,143.75,Debit,Groceries,Normal,2025,3,27,3,2025-03,Other,1,0.11258619837829642,False
2025-02-16,COSTCO WHOLESALE,149.67,Debit,Groceries,Normal,2025,2,16,6,2025-02,Other,1,0.039654706333418166,False
2025-01-15,STEAM PURCHASE,50.03,Debit,Entertainment,Normal,2025,1,15,2,2025-01,Other,4,0.12685053221291925,False
2025-02-22,H&M STORE 42,86.29,Debit,Shopping,Normal,2025,2,22,5,2025-02,Shopping,1,0.09565656973515824,False
2025-02-25,SHELL STATION #221,55.36,Debit,Transport,Normal,2025,2,25,1,2025-02,Other,0,0.14496705411808553,False
2025-02-14,TARGET T-2812,74.34,Debit,Shopping,Normal,2025,2,14,4,2025-02,Shopping,1,0.10473371039801793,False
2025-03-09,APPLE STORE #R1234,230.1,Debit,Shopping,Normal,2025,3,9,6,2025-03,Shopping,1,-0.020516850217262905,True
2025-02-26,GAS COMPANY,147.72,Debit,Utilities,Normal,2025,2,26,2,2025-02,Other,0,0.10808929467205286,False
2025-03-06,COSTCO WHOLESALE,144.72,Debit,Groceries,Normal,2025,3,6,3,2025-03,Other,1,0.11139651645528331,False
2025-01-06,ELECTRIC BILL,51.37,Debit,Utilities,Normal,2025,1,6,0,2025-01,Utilities,4,0.019027488075424204,False
2025-02-05,STEAM PURCHASE,53.13,Debit,Entertainment,Normal,2025,2,5,2,2025-02,Other,0,0.15001097422587534,False
2025-01-22,METRO TICKET,33.25,Debit,Transport,Normal,2025,1,22,2,2025-01,Other,4,0.12280989645987656,False
2025-01-24,KFC Outlet 22,23.12,Debit,Food,Normal,2025,1,24,4,2025-01,Other,4,0.1313644579801776,False
2025-03-15,PAYPAL *SPOTIFY,59.72,Debit,Entertainment,Normal,2025,3,15,5,2025-03,Entertainment,2,0.030873731556010586,False
2025-02-27,ELECTRIC BILL,103.48,Debit,Utilities,Normal,2025,2,27,3,2025-02,Utilities,4,0.07000215615960259,False
2025-02-16,H&M STORE 42,104.17,Debit,Shopping,Normal,2025,2,16,6,2025-02,Shopping,1,0.059929187439542786,False
2025-02-19,Local Diner,37.43,Debit,Food,Normal,2025,2,19,2,2025-02,Food,2,0.09283161302380649,False
2025-03-26,McDonalds #8492,32.06,Debit,Food,Normal,2025,3,26,2,2025-03,Food,2,0.08043006153491428,False
2025-02-02,WM SUPERCENTER #382,83.79,Debit,Groceries,Normal,2025,2,2,6,2025-02,Other,1,0.07949166434859695,False
2025-02-09,TARGET T-2812,33.32,Debit,Shopping,Normal,2025,2,9,6,2025-02,Shopping,1,0.06731646847168482,False
2025-02-14,SHELL STATION #221,54.54,Debit,Transport,Normal,2025,2,14,4,2025-02,Other,1,0.1441661709900786,False
2025-02-02,LYFT RIDE PGH,17.02,Debit,Transport,Normal,2025,2,2,6,2025-02,Transport,1,0.033570670614704534,False
2025-02-07,McDonalds #8492,19.15,Debit,Food,Normal,2025,2,7,4,2025-02,Food,2,0.08271901841219653,False
2025-03-17,PAYPAL *SPOTIFY,38.61,Debit,Entertainment,Normal,2025,3,17,0,2025-03,Entertainment,2,0.030749573448423217,False
2025-03-27,H&M STORE 42,69.27,Debit,Shopping,Normal,2025,3,27,3,2025-03,Shopping,1,0.1081463721069264,False
2025-01-12,KFC Outlet 22,8.38,Debit,Food,Normal,2025,1,12,6,2025-01,Other,4,0.020499909532324834,False
2025-03-28,ZARA MALL 09,154.45,Debit,Shopping,Normal,2025,3,28,4,2025-03,Shopping,1,0.07065617495351717,False
2025-03-31,LYFT RIDE PGH,37.73,Debit,Transport,Normal,2025,3,31,0,2025-03,Transport,0,0.05608812494074955,False
2025-02-27,AMAZON MKTP US*2R9,187.17,Debit,Shopping,Normal,2025,2,27,3,2025-02,Shopping,4,0.1026616169581216,False
2025-02-13,COSTCO WHOLESALE,87.03,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,4,0.14282668280113314,False
2025-02-10,APPLE STORE #R9999,2500.0,Debit,Shopping,Anomaly,2025,2,10,0,2025-02,Shopping,3,-0.10601866136655613,True
2025-01-24,PAYPAL *SPOTIFY,20.6,Debit,Entertainment,Normal,2025,1,24,4,2025-01,Entertainment,2,-0.003068300367324972,True
2025-02-13,COSTCO WHOLESALE,145.69,Debit,Groceries,Normal,2025,2,13,3,2025-02,Other,4,0.1195398797365047,False
2025-03-02,UBER TRIP 284922 CA,37.33,Debit,Transport,Normal,2025,3,2,6,2025-03,Transport,1,0.04489369671777366,False
2025-03-26,WATER BILL,168.34,Debit,Utilities,Normal,2025,3,26,2,2025-03,Utilities,0,0.0369038402503451,False
2025-02-26,Netflix.com,66.36,Debit,Entertainment,Normal,2025,2,26,2,2025-02,Entertainment,2,0.06760033072619487,False
2025-02-14,APPLE STORE #R1234,111.93,Debit,Shopping,Normal,2025,2,14,4,2025-02,Shopping,1,0.10964593360224162,False
2025-03-16,WM SUPERCENTER #382,81.22,Debit,Groceries,Normal,2025,3,16,6,2025-03,Other,1,0.08950856707489646,False
2025-01-29,LYFT RIDE PGH,46.3,Debit,Transport,Normal,2025,1,29,2,2025-01,Transport,4,0.08022100973865864,False
2025-02-06,H&M STORE 42,247.49,Debit,Shopping,Normal,2025,2,6,3,2025-02,Shopping,4,0.032771845391985965,False
2025-03-11,LOCAL GROCERY MART,101.46,Debit,Groceries,Normal,2025,3,11,1,2025-03,Other,0,0.11474658430199869,False
2025-02-08,ELECTRIC BILL,179.15,Debit,Utilities,Normal,2025,2,8,5,2025-02,Utilities,1,0.0287268883402938,False
2025-01-21,SPAR HYPERMARKET,25.41,Debit,Groceries,Normal,2025,1,21,1,2025-01,Other,4,0.11323588362736059,False
2025-03-13,ELECTRIC BILL,84.68,Debit,Utilities,Normal,2025,3,13,3,2025-03,Utilities,1,0.05138877162846667,False
2025-02-19,UBER TRIP 284922 CA,27.5,Debit,Transport,Normal,2025,2,19,2,2025-02,Transport,0,0.10191178791218447,False
2025-02-25,H&M STORE 42,190.96,Debit,Shopping,Normal,2025,2,25,1,2025-02,Shopping,0,0.07703187875432199,False
2025-03-06,SHELL STATION #221,51.33,Debit,Transport,Normal,2025,3,6,3,2025-03,Other,1,0.15174547342137984,False
2025-01-10,McDonalds #8492,24.1,Debit,Food,Normal,2025,1,10,4,2025-01,Food,2,0.058998940305630354,False
2025-03-13,INTERNET CHARGES,133.8,Debit,Utilities,Normal,2025,3,13,3,2025-03,Utilities,1,0.04988367384731862,False
2025-03-25,Dominos Pizza,13.13,Debit,Food,Normal,2025,3,25,1,2025-03,Other,0,0.11212027487459891,False
2025-03-15,TARGET T-2812,205.66,Debit,Shopping,Normal,2025,3,15,5,2025-03,Shopping,1,0.03699197149764255,False
2025-03-24,McDonalds #8492,22.44,Debit,Food,Normal,2025,3,24,0,2025-03,Food,2,0.03066356287537053,False
2025-03-15,TARGET T-2812,182.05,Debit,Shopping,Normal,2025,3,15,5,2025-03,Shopping,1,0.05570047160175906,False
2025-01-01,INTERNET CHARGES,160.18,Debit,Utilities,Normal,2025,1,1,2,2025-01,Utilities,4,0.043580082606357706,False
2025-02-06,AMAZON MKTP US*2R9,168.27,Debit,Shopping,Normal,2025,2,6,3,2025-02,Shopping,4,0.1121861105533341,False
2025-02-06,COSTCO WHOLESALE,34.23,Debit,Groceries,Normal,2025,2,6,3,2025-02,Other,4,0.15427492847544239,False
2025-03-28,GAS COMPANY,95.53,Debit,Utilities,Normal,2025,3,28,4,2025-03,Other,1,0.11485254715211124,False
2025-02-18,PAYPAL *SPOTIFY,9.99,Debit,Entertainment,Recurring,2025,2,18,1,2025-02,Entertainment,2,0.044713737193633585,False
2025-03-03,SPAR HYPERMARKET,121.15,Debit,Groceries,Normal,2025,3,3,0,2025-03,Other,0,0.06318244529926798,False
2025-03-01,INTERNET CHARGES,141.26,Debit,Utilities,Normal,2025,3,1,5,2025-03,Utilities,1,0.023578727729640092,False
2025-01-08,PAYPAL *SPOTIFY,39.65,Debit,Entertainment,Normal,2025,1,8,2,2025-01,Entertainment,2,0.03816244591630735,False
2025-03-02,COSTCO WHOLESALE,82.1,Debit,Groceries,Normal,2025,3,2,6,2025-03,Other,1,0.08717946355659356,False
2025-01-05,METRO TICKET,48.97,Debit,Transport,Normal,2025,1,5,6,2025-01,Other,4,0.06589333615935755,False
2025-03-03,COSTCO WHOLESALE,119.49,Debit,Groceries,Normal,2025,3,3,0,2025-03,Other,0,0.06207088976142883,False
2025-03-09,INTERNET CHARGES,99.57,Debit,Utilities,Normal,2025,3,9,6,2025-03,Utilities,1,0.009295916009055105,False
2025-01-10,METRO TICKET,16.98,Debit,Transport,Normal,2025,1,10,4,2025-01,Other,4,0.12148516496005946,False
2025-01-13,UBER TRIP 284922 CA,23.09,Debit,Transport,Normal,2025,1,13,0,2025-01,Transport,4,0.03351922194954027,False
2025-03-10,METRO TICKET,15.29,Debit,Transport,Normal,2025,3,10,0,2025-03,Other,0,0.08388504012470649,False
2025-03-30,H&M STORE 42,66.04,Debit,Shopping,Normal,2025,3,30,6,2025-03,Shopping,1,0.07320533329158985,False
2025-01-13,COSTCO WHOLESALE,25.65,Debit,Groceries,Normal,2025,1,13,0,2025-01,Other,4,0.07045100274588534,False
2025-02-22,UBER TRIP 284922 CA,24.55,Debit,Transport,Normal,2025,2,22,5,2025-02,Transport,1,0.08019145628076363,False
2025-01-30,Starbucks Store 0032,33.18,Debit,Food,Normal,2025,1,30,3,2025-01,Food,2,0.05461032551748879,False
2025-01-27,WATER BILL,153.83,Debit,Utilities,Normal,2025,1,27,0,2025-01,Utilities,4,-0.0030258310982739234,True
2025-02-11,Local Diner,15.73,Debit,Food,Normal,2025,2,11,1,2025-02,Food,2,0.07453958695110052,False
2025-01-03,SHELL STATION #221,15.92,Debit,Transport,Normal,2025,1,3,4,2025-01,Other,4,0.11961762064480491,False
2025-01-26,H&M STORE 42,216.27,Debit,Shopping,Normal,2025,1,26,6,2025-01,Shopping,4,-0.027915209437117006,True
2025-02-04,LOCAL GROCERY MART,56.43,Debit,Groceries,Normal,2025,2,4,1,2025-02,Other,0,0.1440936171767629,False
2025-01-08,INTERNET CHARGES,111.03,Debit,Utilities,Normal,2025,1,8,2,2025-01,Utilities,4,0.04471737163302103,False
2025-03-30,SHELL STATION #221,50.07,Debit,Transport,Normal,2025,3,30,6,2025-03,Other,1,0.10288959076050369,False
2025-01-21,YELLOW CAB CO,56.61,Debit,Transport,Normal,2025,1,21,1,2025-01,Transport,4,0.06893048889441633,False
2025-03-26,METRO TICKET,19.66,Debit,Transport,Normal,2025,3,26,2,2025-03,Other,0,0.13699724139801006,False
2025-02-17,CINEMA CITY,12.36,Debit,Entertainment,Normal,2025,2,17,0,2025-02,Other,0,0.08751702849036463,False
2025-03-30,Netflix.com,72.27,Debit,Entertainment,Normal,2025,3,30,6,2025-03,Entertainment,2,0.007487058303900729,False
2025-03-27,COSTCO WHOLESALE,58.35,Debit,Groceries,Normal,2025,3,27,3,2025-03,Other,1,0.14563281147324925,False
2025-02-28,INTERNET CHARGES,52.34,Debit,Utilities,Normal,2025,2,28,4,2025-02,Utilities,1,0.06296913191780107,False
2025-01-12,KFC Outlet 22,34.03,Debit,Food,Normal,2025,1,12,6,2025-01,Other,4,0.0634020868025702,False
2025-03-11,YELLOW CAB CO,24.7,Debit,Transport,Normal,2025,3,11,1,2025-03,Transport,0,0.07077177999473516,False
2025-02-25,ELECTRIC BILL,151.03,Debit,Utilities,Normal,2025,2,25,1,2025-02,Utilities,0,0.05413720396685673,False
2025-02-06,YELLOW CAB CO,44.56,Debit,Transport,Normal,2025,2,6,3,2025-02,Transport,4,0.10731385891590434,False
2025-01-31,Local Diner,17.68,Debit,Food,Normal,2025,1,31,4,2025-01,Food,2,0.052639977275592886,False
2025-03-19,INTERNET CHARGES,105.1,Debit,Utilities,Normal,2025,3,19,2,2025-03,Utilities,0,0.05834788932290558,False
2025-02-04,COSTCO WHOLESALE,110.58,Debit,Groceries,Normal,2025,2,4,1,2025-02,Other,0,0.12385866645999905,False
2025-03-28,McDonalds #8492,19.13,Debit,Food,Normal,2025,3,28,4,2025-03,Food,2,0.07253387366983266,False
2025-02-12,ELECTRIC BILL,56.15,Debit,Utilities,Normal,2025,2,12,2,2025-02,Utilities,0,0.07794965166805012,False
2025-02-18,WATER BILL,109.67,Debit,Utilities,Normal,2025,2,18,1,2025-02,Utilities,0,0.06245749629188202,False
2025-02-23,SHELL STATION #221,31.77,Debit,Transport,Normal,2025,2,23,6,2025-02,Other,1,0.10182608342641608,False
2025-02-14,LOCAL GROCERY MART,127.57,Debit,Groceries,Normal,2025,2,14,4,2025-02,Other,1,0.10765235379317112,False
